input_model,input_column,tags,output_model,output_columns
model.qualtrics_source.stg_qualtrics__survey_tmp,scoring_summary_category,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__survey,"{""scoring_summary_category"":""Directly mapped to this output column""}"
model.qualtrics_source.stg_qualtrics__survey_tmp,survey_name,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__survey,"{""survey_name"":""Directly mapped to this output column""}"
model.qualtrics_source.stg_qualtrics__survey_tmp,survey_status,"{""Direct"":""This column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__survey,"{""survey_status"":""Directly mapped to this output column""}"
model.qualtrics_source.stg_qualtrics__block_tmp,id,"{""Cleaning"":""The column is cast as TEXT and renamed to 'block_id'""}",model.qualtrics_source.stg_qualtrics__block,"{""block_id"":""Directly mapped after renaming""}"
model.qualtrics_source.stg_qualtrics__block_tmp,survey_id,"{""Cleaning"":""The column is cast as TEXT"",""Direct"":""The column is directly copied without transformation""}",model.qualtrics_source.stg_qualtrics__block,"{""survey_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__block_tmp,_fivetran_deleted,"{""Cleaning"":""The column is cast as BOOLEAN"",""Direct"":""The column is directly copied and renamed to 'is_deleted'""}",model.qualtrics_source.stg_qualtrics__block,"{""is_deleted"":""Directly mapped after renaming""}"
model.qualtrics_source.stg_qualtrics__block_tmp,_fivetran_synced,"{""Cleaning"":""The column is cast as TIMESTAMP"",""Direct"":""The column is directly copied without transformation""}",model.qualtrics_source.stg_qualtrics__block,"{""_fivetran_synced"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__block_tmp,block_locking,"{""Cleaning"":""The column is cast as TEXT and renamed to 'is_locked'""}",model.qualtrics_source.stg_qualtrics__block,"{""is_locked"":""Directly mapped after renaming""}"
model.qualtrics_source.stg_qualtrics__block_tmp,block_visibility,"{""Cleaning"":""The column is cast as TEXT"",""Direct"":""The column is directly copied without transformation""}",model.qualtrics_source.stg_qualtrics__block,"{""block_visibility"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__block_tmp,description,"{""Cleaning"":""The column is cast as TEXT"",""Direct"":""The column is directly copied without transformation""}",model.qualtrics_source.stg_qualtrics__block,"{""description"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__block_tmp,randomize_questions,"{""Cleaning"":""The column is cast as TEXT"",""Direct"":""The column is directly copied without transformation""}",model.qualtrics_source.stg_qualtrics__block,"{""randomize_questions"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__block_tmp,type,"{""Cleaning"":""The column is cast as TEXT"",""Direct"":""The column is directly copied without transformation""}",model.qualtrics_source.stg_qualtrics__block,"{""type"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,contact_lookup_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""contact_lookup_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""_fivetran_synced"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,contact_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""contact_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,directory_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""directory_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,mailing_list_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""mailing_list_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,name,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""name"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,owner_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""owner_user_id"":""Renamed and directly mapped""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,unsubscribe_date,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""unsubscribed_at"":""Renamed and cast as TIMESTAMP""}"
model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership_tmp,unsubscribed,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as BOOLEAN""}",model.qualtrics_source.stg_qualtrics__contact_mailing_list_membership,"{""is_unsubscribed"":""Renamed and directly mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,directory_id,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""directory_id"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,id,"{""Cleaning"":""The column is cleaned by casting to TEXT and then directly copied""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""contact_id"":""Cleaned and mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,_fivetran_synced,"{""Cleaning"":""The column is cleaned by casting to TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""_fivetran_synced"":""Cleaned and directly copied""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,creation_date,"{""Cleaning"":""The column is cleaned by casting to TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""created_at"":""Cleaned and mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,directory_unsubscribe_date,"{""Cleaning"":""The column is cleaned by casting to TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""unsubscribed_from_directory_at"":""Cleaned and mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,directory_unsubscribed,"{""Cleaning"":""The column is cleaned by casting to BOOLEAN""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""is_unsubscribed_from_directory"":""Cleaned and mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,email,"{""Cleaning"":""The column is cleaned by casting to TEXT and converting to lowercase""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""email"":""Cleaned and mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,email_domain,"{""Cleaning"":""The column is cleaned by casting to TEXT and converting to lowercase""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""email_domain"":""Cleaned and mapped""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,ext_ref,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""ext_ref"":""Directly copied to the output column""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,first_name,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""first_name"":""Directly copied to the output column""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,language,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""language"":""Directly copied to the output column""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,last_modified,"{""Cleaning"":""The column is cleaned by casting to TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""last_modified_at"":""Transformed and renamed to last_modified_at""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,last_name,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""last_name"":""Directly copied to the output column""}"
model.qualtrics_source.stg_qualtrics__directory_contact_tmp,phone,"{""Cleaning"":""The column is cleaned by removing any non-numeric characters using REGEXP_REPLACE""}",model.qualtrics_source.stg_qualtrics__directory_contact,"{""phone"":""Cleaned and mapped to the output column""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,key,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""key"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,question_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""question_id"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,survey_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""survey_id"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,_fivetran_deleted,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as BOOLEAN""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""is_deleted"":""Renamed and mapped after casting""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""_fivetran_synced"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,choice_data_export_tag,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""choice_data_export_tag"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__sub_question_tmp,text,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__sub_question,"{""text"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""distribution_id"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,_fivetran_deleted,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to BOOLEAN type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""is_deleted"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TIMESTAMP type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""_fivetran_synced"":""Directly mapped without renaming""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,created_date,"{""Cleaning"":""The column is cast to TIMESTAMP type in both 'fields' and 'final' CTEs""}",model.qualtrics_source.stg_qualtrics__distribution,"{""created_at"":""Mapped after casting to TIMESTAMP""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,header_from_email,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""header_from_email"":""Directly mapped without renaming""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,header_from_name,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""header_from_name"":""Directly mapped without renaming""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,header_reply_to_email,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""header_reply_to_email"":""Directly mapped without renaming""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,header_subject,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""header_subject"":""Directly mapped without renaming""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,message_library_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""message_library_id"":""Directly mapped without renaming""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,message_message_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""message_id"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,message_message_text,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""message_text"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,modified_date,"{""Cleaning"":""The column is cast as TIMESTAMP in the 'fields' CTE and then cast again in the 'final' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""last_modified_at"":""Mapped with type casting and renamed""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,organization_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""organization_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,owner_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""owner_user_id"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,parent_distribution_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""parent_distribution_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,recipient_contact_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""recipient_contact_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,recipient_library_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""recipient_library_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,recipient_mailing_list_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""recipient_mailing_list_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,recipient_sample_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""recipient_sample_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,request_status,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""request_status"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,request_type,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""request_type"":""Directly mapped to this output column""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,send_date,"{""Cleaning"":""The column is cast as TIMESTAMP in the 'fields' CTE and then cast again as TIMESTAMP in the 'final' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""send_at"":""Mapped to this output column after casting""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,survey_link_expiration_date,"{""Cleaning"":""The column is cast as TIMESTAMP in the 'fields' CTE and then cast again as TIMESTAMP in the 'final' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""survey_link_expires_at"":""Mapped to this output column after casting""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,survey_link_link_type,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""survey_link_type"":""Mapped to this output column""}"
model.qualtrics_source.stg_qualtrics__distribution_tmp,survey_link_survey_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.qualtrics_source.stg_qualtrics__distribution,"{""survey_id"":""Mapped to this output column""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,_fivetran_id,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""_fivetran_id"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""_fivetran_synced"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,loop_id,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""loop_id"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,question,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""question"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,question_id,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""question_id"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,question_option_key,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""question_option_key"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,response_id,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""response_id"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,sub_question_key,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""sub_question_key"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,sub_question_text,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""sub_question_text"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__question_response_tmp,value,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__question_response,"{""value"":""Directly mapped to the output column of the same name""}"
model.qualtrics_source.stg_qualtrics__survey_embedded_data_tmp,import_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.qualtrics_source.stg_qualtrics__survey_embedded_data,"{""import_id"":""Directly copied after casting""}"
model.qualtrics_source.stg_qualtrics__survey_embedded_data_tmp,key,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.qualtrics_source.stg_qualtrics__survey_embedded_data,"{""key"":""Directly copied after casting""}"
model.qualtrics_source.stg_qualtrics__survey_embedded_data_tmp,response_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.qualtrics_source.stg_qualtrics__survey_embedded_data,"{""response_id"":""Directly copied after casting""}"
model.qualtrics_source.stg_qualtrics__survey_embedded_data_tmp,value,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.qualtrics_source.stg_qualtrics__survey_embedded_data,"{""value"":""Directly copied after casting""}"
model.qualtrics_source.stg_qualtrics__survey_embedded_data_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TIMESTAMP type""}",model.qualtrics_source.stg_qualtrics__survey_embedded_data,"{""_fivetran_synced"":""Directly copied after casting""}"
model.qualtrics_source.stg_qualtrics__user_tmp,id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__user,"{""user_id"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__user_tmp,_fivetran_deleted,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as BOOLEAN""}",model.qualtrics_source.stg_qualtrics__user,"{""is_deleted"":""Directly mapped and renamed""}"
model.qualtrics_source.stg_qualtrics__user_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__user,"{""_fivetran_synced"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__user_tmp,account_creation_date,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__user,"{""account_created_at"":""Mapped and renamed after casting""}"
model.qualtrics_source.stg_qualtrics__user_tmp,account_expiration_date,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.qualtrics_source.stg_qualtrics__user,"{""account_expires_at"":""Mapped and renamed after casting""}"
model.qualtrics_source.stg_qualtrics__user_tmp,account_status,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__user,"{""account_status"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__user_tmp,division_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__user,"{""division_id"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__user_tmp,email,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__user,"{""email"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__user_tmp,first_name,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__user,"{""first_name"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__user_tmp,language,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT""}",model.qualtrics_source.stg_qualtrics__user,"{""language"":""Directly mapped""}"
model.qualtrics_source.stg_qualtrics__user_tmp,last_login_date,"{""Cleaning"":""The column is cast to TIMESTAMP data type""}",model.qualtrics_source.stg_qualtrics__user,"{""last_login_at"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__user_tmp,last_name,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__user,"{""last_name"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__user_tmp,organization_id,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__user,"{""organization_id"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__user_tmp,password_expiration_date,"{""Cleaning"":""The column is cast to TIMESTAMP data type""}",model.qualtrics_source.stg_qualtrics__user,"{""password_expires_at"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__user_tmp,password_last_changed_date,"{""Cleaning"":""The column is cast to TIMESTAMP data type""}",model.qualtrics_source.stg_qualtrics__user,"{""password_last_changed_at"":""Directly mapped after casting""}"
model.qualtrics_source.stg_qualtrics__user_tmp,response_count_auditable,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__user,"{""response_count_auditable"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__user_tmp,response_count_deleted,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__user,"{""response_count_deleted"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__user_tmp,response_count_generated,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__user,"{""response_count_generated"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__user_tmp,time_zone,"{""Direct"":""The column is directly copied without any transformation""}",model.qualtrics_source.stg_qualtrics__user,"{""time_zone"":""Directly copied""}"
model.qualtrics_source.stg_qualtrics__user_tmp,unsubscribed,"{""Cleaning"":""The column is renamed for clarity""}",model.qualtrics_source.stg_qualtrics__user,"{""is_unsubscribed"":""Directly mapped after renaming""}"
model.qualtrics_source.stg_qualtrics__user_tmp,user_type,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.qualtrics_source.stg_qualtrics__user,"{""user_type"":""It is directly mapped to the output column 'user_type'""}"
model.qualtrics_source.stg_qualtrics__user_tmp,username,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.qualtrics_source.stg_qualtrics__user,"{""username"":""It is directly mapped to the output column 'username'""}"
