input_model,input_column,tags,output_model,output_columns
model.apple_store_source.stg_apple_store__app_store_territory_tmp,page_views_unique_device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_territory,"{""page_views_unique_device"":""Directly mapped to the output column 'page_views_unique_device'""}"
model.apple_store_source.stg_apple_store__sales_account_tmp,id,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__sales_account,"{""account_id"":""The 'id' column is directly mapped to 'account_id' in the output""}"
model.apple_store_source.stg_apple_store__sales_account_tmp,name,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__sales_account,"{""account_name"":""The 'name' column is directly mapped to 'account_name' in the output""}"
model.apple_store_source.stg_apple_store__app,app_id,"{""Integration"":""Used as a key to join with other tables"",""Direct"":""Directly copied to the output without transformation""}",model.apple_store.apple_store__platform_version_report,"{""app_id"":""Directly copied""}"
model.apple_store_source.stg_apple_store__app,app_name,"{""Direct"":""Directly copied to the output without transformation""}",model.apple_store.apple_store__platform_version_report,"{""app_name"":""Directly copied""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""date_day"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,app_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""app_id"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,source_type,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""source_type"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,platform_version,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""platform_version"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,impressions,"{""Cleaning"":""The column is cleaned by applying COALESCE to handle null values""}",model.apple_store.apple_store__platform_version_report,"{""impressions"":""Cleaned and mapped to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,impressions_unique_device,"{""Cleaning"":""The column is cleaned by applying COALESCE to handle null values""}",model.apple_store.apple_store__platform_version_report,"{""impressions_unique_device"":""Cleaned and mapped to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,page_views,"{""Cleaning"":""The column is cleaned by applying COALESCE to handle null values""}",model.apple_store.apple_store__platform_version_report,"{""page_views"":""Cleaned and mapped to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version,page_views_unique_device,"{""Cleaning"":""The column is cleaned by applying COALESCE to handle null values""}",model.apple_store.apple_store__platform_version_report,"{""page_views_unique_device"":""Cleaned and mapped to the output""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""date_day"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,app_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""app_id"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,source_type,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""source_type"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,platform_version,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""platform_version"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,first_time_downloads,"{""Direct"":""The column is directly copied, but with a COALESCE function to handle NULL values""}",model.apple_store.apple_store__platform_version_report,"{""first_time_downloads"":""Mapped with COALESCE(downloads_platform_version.first_time_downloads, 0)""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,redownloads,"{""Direct"":""The column is directly copied, but with a COALESCE function to handle NULL values""}",model.apple_store.apple_store__platform_version_report,"{""redownloads"":""Mapped with COALESCE(downloads_platform_version.redownloads, 0)""}"
model.apple_store_source.stg_apple_store__downloads_platform_version,total_downloads,"{""Direct"":""The column is directly copied, but with a COALESCE function to handle NULL values""}",model.apple_store.apple_store__platform_version_report,"{""total_downloads"":""Mapped with COALESCE(downloads_platform_version.total_downloads, 0)""}"
model.apple_store_source.stg_apple_store__usage_platform_version,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""date_day"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__usage_platform_version,app_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""app_id"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__usage_platform_version,source_type,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""source_type"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__usage_platform_version,platform_version,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.apple_store.apple_store__platform_version_report,"{""platform_version"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__usage_platform_version,active_devices,"{""Direct"":""The column is directly copied, but with a COALESCE function to replace NULL with 0""}",model.apple_store.apple_store__platform_version_report,"{""active_devices"":""Copied to the output with COALESCE(usage_platform_version.active_devices, 0)""}"
model.apple_store_source.stg_apple_store__usage_platform_version,active_devices_last_30_days,"{""Direct"":""The column is directly copied, but with a COALESCE function to replace NULL with 0""}",model.apple_store.apple_store__platform_version_report,"{""active_devices_last_30_days"":""Copied to the output with COALESCE(usage_platform_version.active_devices_last_30_days, 0)""}"
model.apple_store_source.stg_apple_store__usage_platform_version,deletions,"{""Direct"":""The column is directly copied, but with a COALESCE function to replace NULL with 0""}",model.apple_store.apple_store__platform_version_report,"{""deletions"":""Copied to the output with COALESCE(usage_platform_version.deletions, 0)""}"
model.apple_store_source.stg_apple_store__usage_platform_version,installations,"{""Direct"":""The column is directly copied, but with a COALESCE function to replace NULL with 0""}",model.apple_store.apple_store__platform_version_report,"{""installations"":""Copied to the output with COALESCE(usage_platform_version.installations, 0)""}"
model.apple_store_source.stg_apple_store__usage_platform_version,sessions,"{""Direct"":""The column is directly copied, but with a COALESCE function to replace NULL with 0""}",model.apple_store.apple_store__platform_version_report,"{""sessions"":""Copied to the output with COALESCE(usage_platform_version.sessions, 0)""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,app_id,"{""Direct"":""The app_id column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""app_id"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,app_version,"{""Direct"":""The app_version column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""app_version"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,date,"{""Cleaning"":""The date column is cleaned by casting it to DATE type""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""date_day"":""Transformed to DATE type and renamed""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,source_type,"{""Direct"":""The source_type column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""source_type"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,installations,"{""Direct"":""The installations column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""installations"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,sessions,"{""Direct"":""The sessions column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""sessions"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,active_devices,"{""Direct"":""The active_devices column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""active_devices"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,active_devices_last_30_days,"{""Direct"":""The active_devices_last_30_days column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""active_devices_last_30_days"":""Directly copied""}"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,deletions,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cleaned by casting it to an INT data type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__usage_app_version,"{""deletions"":""It is directly mapped to the 'deletions' column in the final output""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,app_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to INT type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""app_id"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,date,"{""Cleaning"":""The column is cast to TIMESTAMP in the 'fields' CTE, then to DATE in the 'final' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""date_day"":""Transformed to DATE type and renamed""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""device"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,source_type,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to TEXT type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""source_type"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,first_time_downloads,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to INT type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""first_time_downloads"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,redownloads,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to INT type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""redownloads"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_device_tmp,total_downloads,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast to INT type in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__downloads_device,"{""total_downloads"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,app_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""app_id"":""Directly mapped to the output 'app_id' column""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,date,"{""Cleaning"":""The column is cast as TIMESTAMP in the 'fields' CTE, then cast as DATE in the 'final' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""date_day"":""Transformed and renamed to 'date_day' in the output""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""device"":""Directly mapped to the output 'device' column""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,source_type,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""source_type"":""Directly mapped to the output 'source_type' column""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,impressions,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""impressions"":""Directly mapped to the output 'impressions' column""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,impressions_unique_device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""impressions_unique_device"":""Directly mapped to the output 'impressions_unique_device' column""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,page_views,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""page_views"":""Directly mapped to the output 'page_views' column""}"
model.apple_store_source.stg_apple_store__app_store_device_tmp,page_views_unique_device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_device,"{""page_views_unique_device"":""Directly mapped to the output 'page_views_unique_device' column""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,app_id,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""app_id"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""date_day"":""Cast to DATE type and renamed to date_day""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,source_type,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""source_type"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,territory,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""territory"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,first_time_downloads,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""first_time_downloads"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,redownloads,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""redownloads"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,total_downloads,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__downloads_territory,"{""total_downloads"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,app_id,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""app_id"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.apple_store_source.stg_apple_store__usage_territory,"{""date_day"":""Mapped after casting to DATE type""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,source_type,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""source_type"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,territory,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""territory"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,installations,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""installations"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,sessions,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""sessions"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,active_devices,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""active_devices"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,active_devices_last_30_days,"{""Direct"":""The column is directly copied without any transformation""}",model.apple_store_source.stg_apple_store__usage_territory,"{""active_devices_last_30_days"":""Directly mapped to the output column""}"
model.apple_store_source.stg_apple_store__usage_territory_tmp,deletions,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__usage_territory,"{""deletions"":""The column is directly mapped to the 'deletions' output column""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,app_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""app_id"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,date,"{""Cleaning"":""The column is cast as TIMESTAMP in the 'fields' CTE and then as DATE in the 'final' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""date_day"":""Transformed and renamed to date_day in the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,platform_version,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""platform_version"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,source_type,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""source_type"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,impressions,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""impressions"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,impressions_unique_device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""impressions_unique_device"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,page_views,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""page_views"":""Directly copied to the output""}"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,page_views_unique_device,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the 'fields' CTE""}",model.apple_store_source.stg_apple_store__app_store_platform_version,"{""page_views_unique_device"":""Directly copied to the output""}"
